id,loannumber,wiretypeid,fromBank,fromaccountid,amount,whentime
991,91,1,SBINUS39XXX,275651,4221.0,2014-11-10 20:04:48
992,92,1,SBINUS39XXX,908786,1691.0,2014-11-10 20:04:48
993,93,1,SBINUS39XXX,844747,2223.0,2014-11-10 20:04:48
994,94,1,SBINUS39XXX,627076,3071.0,2014-11-10 20:04:48
995,95,1,SBINUS39XXX,876359,3844.0,2014-11-10 20:04:48
996,96,1,SBINUS39XXX,192134,5931.0,2014-11-10 20:04:48
997,97,1,SBINUS39XXX,666203,3947.0,2014-11-10 20:04:48
998,98,1,SBINUS39XXX,674477,2896.5,2014-11-10 20:04:48
999,99,1,SBINUS39XXX,418939,2691.0,2014-11-10 20:04:48
1000,100,1,SBINUS39XXX,932297,1869.0,2014-11-10 20:04:48
1001,1,1,SBINUS39XXX,891272,1196.0,2014-12-10 20:04:48
1002,2,1,SBINUS39XXX,567538,1705.0,2014-12-10 20:04:48
1003,3,1,SBINUS39XXX,500724,908.0,2014-12-10 20:04:48
1004,4,1,SBINUS39XXX,914466,4144.0,2014-12-10 20:04:48
1005,5,1,SBINUS39XXX,783774,2722.0,2014-12-10 20:04:48
1006,6,1,SBINUS39XXX,663702,3511.0,2014-12-10 20:04:48
1007,7,1,SBINUS39XXX,636714,3284.0,2014-12-10 20:04:48
1008,8,1,SBINUS39XXX,878538,679.0,2014-12-10 20:04:48
1009,9,1,SBINUS39XXX,450148,1394.0,2014-12-10 20:04:48
1010,10,1,SBINUS39XXX,839923,2765.0,2014-12-10 20:04:48
1011,11,1,SBINUS39XXX,891150,4256.0,2014-12-10 20:04:48
1012,12,1,SBINUS39XXX,620127,1788.5,2014-12-10 20:04:48
1013,13,1,SBINUS39XXX,212335,3032.0,2014-12-10 20:04:48
1014,14,1,SBINUS39XXX,893318,1798.0,2014-12-10 20:04:48
1015,15,1,SBINUS39XXX,524070,3929.0,2014-12-10 20:04:48
1016,16,1,SBINUS39XXX,763673,1615.0,2014-12-10 20:04:48
1017,17,1,SBINUS39XXX,115528,2657.0,2014-12-10 20:04:48
1018,18,1,SBINUS39XXX,220113,3221.0,2014-12-10 20:04:48
1019,19,1,SBINUS39XXX,478877,1312.0,2014-12-10 20:04:48
1020,20,1,SBINUS39XXX,554762,5515.0,2014-12-10 20:04:48
1021,21,1,SBINUS39XXX,871572,2750.0,2014-12-10 20:04:48
1022,22,1,SBINUS39XXX,672289,4363.0,2014-12-10 20:04:48
1023,23,1,SBINUS39XXX,768282,3965.0,2014-12-10 20:04:48
1024,24,1,SBINUS39XXX,393938,1841.0,2014-12-10 20:04:48
1025,25,1,SBINUS39XXX,345727,2449.0,2014-12-10 20:04:48
1026,26,1,SBINUS39XXX,954873,4538.0,2014-12-10 20:04:48
1027,27,1,SBINUS39XXX,932991,5482.0,2014-12-10 20:04:48
1028,28,1,SBINUS39XXX,184756,3085.0,2014-12-10 20:04:48
1029,29,1,SBINUS39XXX,967879,1467.0,2014-12-10 20:04:48
1030,30,1,SBINUS39XXX,393851,2964.0,2014-12-10 20:04:48
1031,31,1,SBINUS39XXX,470262,4452.0,2014-12-10 20:04:48
1032,32,1,SBINUS39XXX,305156,5121.0,2014-12-10 20:04:48
1033,33,1,SBINUS39XXX,589197,2128.0,2014-12-10 20:04:48
1034,34,1,SBINUS39XXX,371491,5925.0,2014-12-10 20:04:48
1035,35,1,SBINUS39XXX,923660,1422.0,2014-12-10 20:04:48
1036,36,1,SBINUS39XXX,125917,4921.0,2014-12-10 20:04:48
1037,37,1,SBINUS39XXX,308183,1640.0,2014-12-10 20:04:48
1038,38,1,SBINUS39XXX,918862,5093.0,2014-12-10 20:04:48
1039,39,1,SBINUS39XXX,880727,2939.0,2014-12-10 20:04:48
1040,40,1,SBINUS39XXX,712159,5550.0,2014-12-10 20:04:48
1041,41,1,SBINUS39XXX,918519,1530.0,2014-12-10 20:04:48
1042,42,1,SBINUS39XXX,150467,1524.0,2014-12-10 20:04:48
1043,43,1,SBINUS39XXX,936179,1423.0,2014-12-10 20:04:48
1044,44,1,SBINUS39XXX,699610,3329.0,2014-12-10 20:04:48
1045,45,1,SBINUS39XXX,236879,4491.0,2014-12-10 20:04:48
1046,46,1,SBINUS39XXX,237738,3942.0,2014-12-10 20:04:48
1047,47,1,SBINUS39XXX,518505,5914.0,2014-12-10 20:04:48
1048,48,1,SBINUS39XXX,166202,3880.0,2014-12-10 20:04:48
1049,49,1,SBINUS39XXX,697202,737.0,2014-12-10 20:04:48
1050,50,1,SBINUS39XXX,873515,1839.0,2014-12-10 20:04:48
1051,51,1,SBINUS39XXX,491731,5063.0,2014-12-10 20:04:48
1052,52,1,SBINUS39XXX,306189,1655.0,2014-12-10 20:04:48
1053,53,1,SBINUS39XXX,943992,5435.0,2014-12-10 20:04:48
1054,54,1,SBINUS39XXX,163625,2573.0,2014-12-10 20:04:48
1055,55,1,SBINUS39XXX,826972,5548.0,2014-12-10 20:04:48
1056,56,1,SBINUS39XXX,941307,3680.0,2014-12-10 20:04:48
1057,57,1,SBINUS39XXX,467280,4819.0,2014-12-10 20:04:48
1058,58,1,SBINUS39XXX,624937,3280.0,2014-12-10 20:04:48
1059,59,1,SBINUS39XXX,518480,2960.0,2014-12-10 20:04:48
1060,60,1,SBINUS39XXX,936429,2609.0,2014-12-10 20:04:48
1061,61,1,SBINUS39XXX,828379,4098.0,2014-12-10 20:04:48
1062,62,1,SBINUS39XXX,203790,3942.0,2014-12-10 20:04:48
1063,63,1,SBINUS39XXX,165101,4054.0,2014-12-10 20:04:48
1064,64,1,SBINUS39XXX,420727,4781.0,2014-12-10 20:04:48
1065,65,1,SBINUS39XXX,745558,3279.0,2014-12-10 20:04:48
1066,66,1,SBINUS39XXX,781588,4934.0,2014-12-10 20:04:48
1067,67,1,SBINUS39XXX,531934,5041.0,2014-12-10 20:04:48
1068,68,1,SBINUS39XXX,471852,5161.0,2014-12-10 20:04:48
1069,69,1,SBINUS39XXX,413103,4338.0,2014-12-10 20:04:48
1070,70,1,SBINUS39XXX,268381,864.0,2014-12-10 20:04:48
1071,71,1,SBINUS39XXX,921658,2101.0,2014-12-10 20:04:48
1072,72,1,SBINUS39XXX,988304,4646.0,2014-12-10 20:04:48
1073,73,1,SBINUS39XXX,587734,5647.0,2014-12-10 20:04:48
1074,74,1,SBINUS39XXX,751890,4304.0,2014-12-10 20:04:48
1075,75,1,SBINUS39XXX,969725,4697.0,2014-12-10 20:04:48
1076,76,1,SBINUS39XXX,708666,2111.0,2014-12-10 20:04:48
1077,77,1,SBINUS39XXX,764406,4992.0,2014-12-10 20:04:48
1078,78,1,SBINUS39XXX,874008,5167.0,2014-12-10 20:04:48
1079,79,1,SBINUS39XXX,475510,2191.0,2014-12-10 20:04:48
1080,80,1,SBINUS39XXX,960256,3124.0,2014-12-10 20:04:48
1081,81,1,SBINUS39XXX,962257,1787.0,2014-12-10 20:04:48
1082,82,1,SBINUS39XXX,940970,2315.0,2014-12-10 20:04:48
1083,83,1,SBINUS39XXX,943072,5207.0,2014-12-10 20:04:48
1084,84,1,SBINUS39XXX,749337,2270.0,2014-12-10 20:04:48
1085,85,1,SBINUS39XXX,486555,5759.0,2014-12-10 20:04:48
1086,86,1,SBINUS39XXX,930344,1393.0,2014-12-10 20:04:48
1087,87,1,SBINUS39XXX,602125,5230.0,2014-12-10 20:04:48
1088,88,1,SBINUS39XXX,752325,2625.0,2014-12-10 20:04:48
1089,89,1,SBINUS39XXX,893766,3810.0,2014-12-10 20:04:48
1090,90,1,SBINUS39XXX,624005,4627.0,2014-12-10 20:04:48
1091,91,1,SBINUS39XXX,275651,4221.0,2014-12-10 20:04:48
1092,92,1,SBINUS39XXX,908786,1691.0,2014-12-10 20:04:48
1093,93,1,SBINUS39XXX,844747,2223.0,2014-12-10 20:04:48
1094,94,1,SBINUS39XXX,627076,3071.0,2014-12-10 20:04:48
1095,95,1,SBINUS39XXX,876359,3844.0,2014-12-10 20:04:48
1096,96,1,SBINUS39XXX,192134,5931.0,2014-12-10 20:04:48
1097,97,1,SBINUS39XXX,666203,3947.0,2014-12-10 20:04:48
1098,98,1,SBINUS39XXX,674477,5793.0,2014-12-10 20:04:48
1099,99,1,SBINUS39XXX,418939,2691.0,2014-12-10 20:04:48
1100,100,1,SBINUS39XXX,932297,1869.0,2014-12-10 20:04:48
1101,1,1,SBINUS39XXX,891272,1196.0,2015-01-10 19:44:48
1102,2,1,SBINUS39XXX,567538,1705.0,2015-01-10 19:44:48
1103,3,1,SBINUS39XXX,500724,908.0,2015-01-10 19:44:48
1104,4,1,SBINUS39XXX,914466,4144.0,2015-01-10 19:44:48
1105,5,1,SBINUS39XXX,783774,2722.0,2015-01-10 19:44:48
1106,6,1,SBINUS39XXX,663702,3511.0,2015-01-10 19:44:48
1107,7,1,SBINUS39XXX,636714,3284.0,2015-01-10 19:44:48
1108,8,1,SBINUS39XXX,878538,679.0,2015-01-10 19:44:48
1109,9,1,SBINUS39XXX,450148,1394.0,2015-01-10 19:44:48
1110,10,1,SBINUS39XXX,839923,2765.0,2015-01-10 19:44:48
1111,11,1,SBINUS39XXX,891150,4256.0,2015-01-10 19:44:48
1112,12,1,SBINUS39XXX,620127,3577.0,2015-01-10 19:44:48
1113,13,1,SBINUS39XXX,212335,3032.0,2015-01-10 19:44:48
1114,14,1,SBINUS39XXX,893318,1798.0,2015-01-10 19:44:48
1115,15,1,SBINUS39XXX,524070,3929.0,2015-01-10 19:44:48
1116,16,1,SBINUS39XXX,763673,1615.0,2015-01-10 19:44:48
1117,17,1,SBINUS39XXX,115528,2657.0,2015-01-10 19:44:48
1118,18,1,SBINUS39XXX,220113,3221.0,2015-01-10 19:44:48
1119,19,1,SBINUS39XXX,478877,1312.0,2015-01-10 19:44:48
1120,20,1,SBINUS39XXX,554762,5515.0,2015-01-10 19:44:48
1121,21,1,SBINUS39XXX,871572,2750.0,2015-01-10 19:44:48
1122,22,1,SBINUS39XXX,672289,4363.0,2015-01-10 19:44:48
1123,23,1,SBINUS39XXX,768282,3965.0,2015-01-10 19:44:48
1124,24,1,SBINUS39XXX,393938,1841.0,2015-01-10 19:44:48
1125,25,1,SBINUS39XXX,345727,2449.0,2015-01-10 19:44:48
1126,26,1,SBINUS39XXX,954873,4538.0,2015-01-10 19:44:48
1127,27,1,SBINUS39XXX,932991,2741.0,2015-01-10 19:44:48
1128,28,1,SBINUS39XXX,184756,3085.0,2015-01-10 19:44:48
1129,29,1,SBINUS39XXX,967879,1467.0,2015-01-10 19:44:48
1130,30,1,SBINUS39XXX,393851,2964.0,2015-01-10 19:44:48
1131,31,1,SBINUS39XXX,470262,4452.0,2015-01-10 19:44:48
1132,32,1,SBINUS39XXX,305156,5121.0,2015-01-10 19:44:48
1133,33,1,SBINUS39XXX,589197,2128.0,2015-01-10 19:44:48
1134,34,1,SBINUS39XXX,371491,5925.0,2015-01-10 19:44:48
1135,35,1,SBINUS39XXX,923660,1422.0,2015-01-10 19:44:48
1136,36,1,SBINUS39XXX,125917,4921.0,2015-01-10 19:44:48
1137,37,1,SBINUS39XXX,308183,1640.0,2015-01-10 19:44:48
1138,38,1,SBINUS39XXX,918862,5093.0,2015-01-10 19:44:48
1139,39,1,SBINUS39XXX,880727,2939.0,2015-01-10 19:44:48
1140,40,1,SBINUS39XXX,712159,5550.0,2015-01-10 19:44:48
1141,41,1,SBINUS39XXX,918519,1530.0,2015-01-10 19:44:48
1142,42,1,SBINUS39XXX,150467,1524.0,2015-01-10 19:44:48
1143,43,1,SBINUS39XXX,936179,1423.0,2015-01-10 19:44:48
1144,44,1,SBINUS39XXX,699610,3329.0,2015-01-10 19:44:48
1145,45,1,SBINUS39XXX,236879,4491.0,2015-01-10 19:44:48
1146,46,1,SBINUS39XXX,237738,3942.0,2015-01-10 19:44:48
1147,47,1,SBINUS39XXX,518505,5914.0,2015-01-10 19:44:48
1148,48,1,SBINUS39XXX,166202,3880.0,2015-01-10 19:44:48
1149,49,1,SBINUS39XXX,697202,737.0,2015-01-10 19:44:48
1150,50,1,SBINUS39XXX,873515,1839.0,2015-01-10 19:44:48
1151,51,1,SBINUS39XXX,491731,5063.0,2015-01-10 19:44:48
1152,52,1,SBINUS39XXX,306189,1655.0,2015-01-10 19:44:48
1153,53,1,SBINUS39XXX,943992,5435.0,2015-01-10 19:44:48
1154,54,1,SBINUS39XXX,163625,2573.0,2015-01-10 19:44:48
1155,55,1,SBINUS39XXX,826972,5548.0,2015-01-10 19:44:48
1156,56,1,SBINUS39XXX,941307,3680.0,2015-01-10 19:44:48
1157,57,1,SBINUS39XXX,467280,4819.0,2015-01-10 19:44:48
1158,58,1,SBINUS39XXX,624937,3280.0,2015-01-10 19:44:48
1159,59,1,SBINUS39XXX,518480,5920.0,2015-01-10 19:44:48
1160,60,1,SBINUS39XXX,936429,2609.0,2015-01-10 19:44:48
1161,61,1,SBINUS39XXX,828379,4098.0,2015-01-10 19:44:48
1162,62,1,SBINUS39XXX,203790,1468.81146023,2015-01-10 19:44:48
1163,63,1,SBINUS39XXX,165101,4054.0,2015-01-10 19:44:48
1164,64,1,SBINUS39XXX,420727,4781.0,2015-01-10 19:44:48
1165,65,1,SBINUS39XXX,745558,3279.0,2015-01-10 19:44:48
1166,66,1,SBINUS39XXX,781588,4934.0,2015-01-10 19:44:48
1167,67,1,SBINUS39XXX,531934,5041.0,2015-01-10 19:44:48
1168,68,1,SBINUS39XXX,471852,5161.0,2015-01-10 19:44:48
1169,69,1,SBINUS39XXX,413103,4338.0,2015-01-10 19:44:48
1170,70,1,SBINUS39XXX,268381,864.0,2015-01-10 19:44:48
1171,71,1,SBINUS39XXX,921658,2101.0,2015-01-10 19:44:48
1172,72,1,SBINUS39XXX,988304,4646.0,2015-01-10 19:44:48
1173,73,1,SBINUS39XXX,587734,5647.0,2015-01-10 19:44:48
1174,74,1,SBINUS39XXX,751890,4304.0,2015-01-10 19:44:48
1175,75,1,SBINUS39XXX,969725,4697.0,2015-01-10 19:44:48
1176,76,1,SBINUS39XXX,708666,2111.0,2015-01-10 19:44:48
1177,77,1,SBINUS39XXX,764406,4992.0,2015-01-10 19:44:48
1178,78,1,SBINUS39XXX,874008,2583.5,2015-01-10 19:44:48
1179,79,1,SBINUS39XXX,475510,2191.0,2015-01-10 19:44:48
1180,80,1,SBINUS39XXX,960256,3124.0,2015-01-10 19:44:48
1181,81,1,SBINUS39XXX,962257,1787.0,2015-01-10 19:44:48
1182,82,1,SBINUS39XXX,940970,2315.0,2015-01-10 19:44:48
1183,83,1,SBINUS39XXX,943072,5207.0,2015-01-10 19:44:48
1184,84,1,SBINUS39XXX,749337,2270.0,2015-01-10 19:44:48
1185,85,1,SBINUS39XXX,486555,5759.0,2015-01-10 19:44:48
1186,86,1,SBINUS39XXX,930344,1393.0,2015-01-10 19:44:48
1187,87,1,SBINUS39XXX,602125,5230.0,2015-01-10 19:44:48
1188,88,1,SBINUS39XXX,752325,2625.0,2015-01-10 19:44:48
1189,89,1,SBINUS39XXX,893766,3810.0,2015-01-10 19:44:48
1190,90,1,SBINUS39XXX,624005,4627.0,2015-01-10 19:44:48
1191,91,1,SBINUS39XXX,275651,4221.0,2015-01-10 19:44:48
1192,92,1,SBINUS39XXX,908786,1691.0,2015-01-10 19:44:48
1193,93,1,SBINUS39XXX,844747,2223.0,2015-01-10 19:44:48
1194,94,1,SBINUS39XXX,627076,3071.0,2015-01-10 19:44:48
1195,95,1,SBINUS39XXX,876359,3844.0,2015-01-10 19:44:48
1196,96,1,SBINUS39XXX,192134,5931.0,2015-01-10 19:44:48
1197,97,1,SBINUS39XXX,666203,3947.0,2015-01-10 19:44:48
1198,98,1,SBINUS39XXX,674477,5793.0,2015-01-10 19:44:48
1199,99,1,SBINUS39XXX,418939,2691.0,2015-01-10 19:44:48
1200,100,1,SBINUS39XXX,932297,1869.0,2015-01-10 19:44:48
1201,1,1,SBINUS39XXX,891272,1196.0,2015-02-10 19:44:48
1202,2,1,SBINUS39XXX,567538,1705.0,2015-02-10 19:44:48
1203,3,1,SBINUS39XXX,500724,908.0,2015-02-10 19:44:48
1204,4,1,SBINUS39XXX,914466,4144.0,2015-02-10 19:44:48
1205,5,1,SBINUS39XXX,783774,2722.0,2015-02-10 19:44:48
1206,6,1,SBINUS39XXX,663702,3511.0,2015-02-10 19:44:48
1207,7,1,SBINUS39XXX,636714,3284.0,2015-02-10 19:44:48
1208,8,1,SBINUS39XXX,878538,679.0,2015-02-10 19:44:48
1209,9,1,SBINUS39XXX,450148,1394.0,2015-02-10 19:44:48
1210,10,1,SBINUS39XXX,839923,2765.0,2015-02-10 19:44:48
1211,11,1,SBINUS39XXX,891150,4256.0,2015-02-10 19:44:48
1212,12,1,SBINUS39XXX,620127,3577.0,2015-02-10 19:44:48
1213,13,1,SBINUS39XXX,212335,3032.0,2015-02-10 19:44:48
1214,14,1,SBINUS39XXX,893318,1798.0,2015-02-10 19:44:48
1215,15,1,SBINUS39XXX,524070,3929.0,2015-02-10 19:44:48
1216,16,1,SBINUS39XXX,763673,1615.0,2015-02-10 19:44:48
1217,17,1,SBINUS39XXX,115528,2657.0,2015-02-10 19:44:48
1218,18,1,SBINUS39XXX,220113,3221.0,2015-02-10 19:44:48
1219,19,1,SBINUS39XXX,478877,1312.0,2015-02-10 19:44:48
1220,20,1,SBINUS39XXX,554762,5515.0,2015-02-10 19:44:48
1221,21,1,SBINUS39XXX,871572,2750.0,2015-02-10 19:44:48
1222,22,1,SBINUS39XXX,672289,4363.0,2015-02-10 19:44:48
1223,23,1,SBINUS39XXX,768282,3965.0,2015-02-10 19:44:48
1224,24,1,SBINUS39XXX,393938,1841.0,2015-02-10 19:44:48
1225,25,1,SBINUS39XXX,345727,2449.0,2015-02-10 19:44:48
1226,26,1,SBINUS39XXX,954873,4538.0,2015-02-10 19:44:48
1227,27,1,SBINUS39XXX,932991,5482.0,2015-02-10 19:44:48
1228,28,1,SBINUS39XXX,184756,3085.0,2015-02-10 19:44:48
1229,29,1,SBINUS39XXX,967879,1467.0,2015-02-10 19:44:48
1230,30,1,SBINUS39XXX,393851,2964.0,2015-02-10 19:44:48
1231,31,1,SBINUS39XXX,470262,4452.0,2015-02-10 19:44:48
1232,32,1,SBINUS39XXX,305156,5121.0,2015-02-10 19:44:48
1233,33,1,SBINUS39XXX,589197,2128.0,2015-02-10 19:44:48
1234,34,1,SBINUS39XXX,371491,5925.0,2015-02-10 19:44:48
1235,35,1,SBINUS39XXX,923660,1422.0,2015-02-10 19:44:48
1236,36,1,SBINUS39XXX,125917,4921.0,2015-02-10 19:44:48
1237,37,1,SBINUS39XXX,308183,1640.0,2015-02-10 19:44:48
1238,38,1,SBINUS39XXX,918862,5093.0,2015-02-10 19:44:48
1239,39,1,SBINUS39XXX,880727,2939.0,2015-02-10 19:44:48
1240,40,1,SBINUS39XXX,712159,5550.0,2015-02-10 19:44:48
1241,41,1,SBINUS39XXX,918519,1530.0,2015-02-10 19:44:48
1242,42,1,SBINUS39XXX,150467,1524.0,2015-02-10 19:44:48
1243,43,1,SBINUS39XXX,936179,1423.0,2015-02-10 19:44:48
1244,44,1,SBINUS39XXX,699610,3329.0,2015-02-10 19:44:48
1245,45,1,SBINUS39XXX,236879,4491.0,2015-02-10 19:44:48
1246,46,1,SBINUS39XXX,237738,3942.0,2015-02-10 19:44:48
1247,47,1,SBINUS39XXX,518505,5914.0,2015-02-10 19:44:48
1248,48,1,SBINUS39XXX,166202,3880.0,2015-02-10 19:44:48
1249,49,1,SBINUS39XXX,697202,737.0,2015-02-10 19:44:48
1250,50,1,SBINUS39XXX,873515,1839.0,2015-02-10 19:44:48
1251,51,1,SBINUS39XXX,491731,5063.0,2015-02-10 19:44:48
1252,52,1,SBINUS39XXX,306189,1655.0,2015-02-10 19:44:48
1253,53,1,SBINUS39XXX,943992,5435.0,2015-02-10 19:44:48
1254,54,1,SBINUS39XXX,163625,2573.0,2015-02-10 19:44:48
1255,55,1,SBINUS39XXX,826972,5548.0,2015-02-10 19:44:48
1256,56,1,SBINUS39XXX,941307,3680.0,2015-02-10 19:44:48
1257,57,1,SBINUS39XXX,467280,4819.0,2015-02-10 19:44:48
1258,58,1,SBINUS39XXX,624937,3280.0,2015-02-10 19:44:48
1259,59,1,SBINUS39XXX,518480,5920.0,2015-02-10 19:44:48
1260,60,1,SBINUS39XXX,936429,2609.0,2015-02-10 19:44:48
1261,61,1,SBINUS39XXX,828379,4098.0,2015-02-10 19:44:48
1262,62,1,SBINUS39XXX,203790,3942.0,2015-02-10 19:44:48
1263,63,1,SBINUS39XXX,165101,4054.0,2015-02-10 19:44:48
1264,64,1,SBINUS39XXX,420727,4781.0,2015-02-10 19:44:48
1265,65,1,SBINUS39XXX,745558,3279.0,2015-02-10 19:44:48
1266,66,1,SBINUS39XXX,781588,4934.0,2015-02-10 19:44:48
1267,67,1,SBINUS39XXX,531934,5041.0,2015-02-10 19:44:48
1268,68,1,SBINUS39XXX,471852,2580.5,2015-02-10 19:44:48
1269,69,1,SBINUS39XXX,413103,4338.0,2015-02-10 19:44:48
1270,70,1,SBINUS39XXX,268381,864.0,2015-02-10 19:44:48
1271,71,1,SBINUS39XXX,921658,2101.0,2015-02-10 19:44:48
1272,72,1,SBINUS39XXX,988304,4646.0,2015-02-10 19:44:48
1273,73,1,SBINUS39XXX,587734,5647.0,2015-02-10 19:44:48
1274,74,1,SBINUS39XXX,751890,4304.0,2015-02-10 19:44:48
1275,75,1,SBINUS39XXX,969725,4697.0,2015-02-10 19:44:48
1276,76,1,SBINUS39XXX,708666,2111.0,2015-02-10 19:44:48
1277,77,1,SBINUS39XXX,764406,4992.0,2015-02-10 19:44:48
1278,78,1,SBINUS39XXX,874008,5167.0,2015-02-10 19:44:48
1279,79,1,SBINUS39XXX,475510,2191.0,2015-02-10 19:44:48
1280,80,1,SBINUS39XXX,960256,3124.0,2015-02-10 19:44:48
1281,81,1,SBINUS39XXX,962257,1787.0,2015-02-10 19:44:48
1282,82,1,SBINUS39XXX,940970,2315.0,2015-02-10 19:44:48
1283,83,1,SBINUS39XXX,943072,5207.0,2015-02-10 19:44:48
1284,84,1,SBINUS39XXX,749337,2270.0,2015-02-10 19:44:48
1285,85,1,SBINUS39XXX,486555,5759.0,2015-02-10 19:44:48
1286,86,1,SBINUS39XXX,930344,1393.0,2015-02-10 19:44:48
1287,87,1,SBINUS39XXX,602125,5230.0,2015-02-10 19:44:48
1288,88,1,SBINUS39XXX,752325,2625.0,2015-02-10 19:44:48
1289,89,1,SBINUS39XXX,893766,3810.0,2015-02-10 19:44:48
1290,90,1,SBINUS39XXX,624005,4627.0,2015-02-10 19:44:48
1291,91,1,SBINUS39XXX,275651,4221.0,2015-02-10 19:44:48
1292,92,1,SBINUS39XXX,908786,1691.0,2015-02-10 19:44:48
1293,93,1,SBINUS39XXX,844747,1111.5,2015-02-10 19:44:48
1294,94,1,SBINUS39XXX,627076,3071.0,2015-02-10 19:44:48
1295,95,1,SBINUS39XXX,876359,3844.0,2015-02-10 19:44:48
1296,96,1,SBINUS39XXX,192134,5931.0,2015-02-10 19:44:48
1297,97,1,SBINUS39XXX,666203,3947.0,2015-02-10 19:44:48
1298,98,1,SBINUS39XXX,674477,5793.0,2015-02-10 19:44:48
1299,99,1,SBINUS39XXX,418939,2691.0,2015-02-10 19:44:48
1300,100,1,SBINUS39XXX,932297,1869.0,2015-02-10 19:44:48
1301,1,1,SBINUS39XXX,891272,1196.0,2015-03-10 19:04:48
1302,2,1,SBINUS39XXX,567538,1705.0,2015-03-10 19:04:48
1303,3,1,SBINUS39XXX,500724,908.0,2015-03-10 19:04:48
1304,4,1,SBINUS39XXX,914466,4144.0,2015-03-10 19:04:48
1305,5,1,SBINUS39XXX,783774,2722.0,2015-03-10 19:04:48
1306,6,1,SBINUS39XXX,663702,3511.0,2015-03-10 19:04:48
1307,7,1,SBINUS39XXX,636714,3284.0,2015-03-10 19:04:48
1308,8,1,SBINUS39XXX,878538,679.0,2015-03-10 19:04:48
1309,9,1,SBINUS39XXX,450148,1394.0,2015-03-10 19:04:48
1310,10,1,SBINUS39XXX,839923,2765.0,2015-03-10 19:04:48
1311,11,1,SBINUS39XXX,891150,4256.0,2015-03-10 19:04:48
1312,12,1,SBINUS39XXX,620127,3577.0,2015-03-10 19:04:48
1313,13,1,SBINUS39XXX,212335,3032.0,2015-03-10 19:04:48
1314,14,1,SBINUS39XXX,893318,1798.0,2015-03-10 19:04:48
1315,15,1,SBINUS39XXX,524070,3929.0,2015-03-10 19:04:48
1316,16,1,SBINUS39XXX,763673,1615.0,2015-03-10 19:04:48
1317,17,1,SBINUS39XXX,115528,2657.0,2015-03-10 19:04:48
1318,18,1,SBINUS39XXX,220113,3221.0,2015-03-10 19:04:48
1319,19,1,SBINUS39XXX,478877,1312.0,2015-03-10 19:04:48
1320,20,1,SBINUS39XXX,554762,5515.0,2015-03-10 19:04:48
1321,21,1,SBINUS39XXX,871572,2750.0,2015-03-10 19:04:48
1322,22,1,SBINUS39XXX,672289,4363.0,2015-03-10 19:04:48
1323,23,1,SBINUS39XXX,768282,3965.0,2015-03-10 19:04:48
1324,24,1,SBINUS39XXX,393938,1841.0,2015-03-10 19:04:48
1325,25,1,SBINUS39XXX,345727,2449.0,2015-03-10 19:04:48
1326,26,1,SBINUS39XXX,954873,2269.0,2015-03-10 19:04:48
1327,27,1,SBINUS39XXX,932991,5482.0,2015-03-10 19:04:48
1328,28,1,SBINUS39XXX,184756,3085.0,2015-03-10 19:04:48
1329,29,1,SBINUS39XXX,967879,1467.0,2015-03-10 19:04:48
1330,30,1,SBINUS39XXX,393851,2964.0,2015-03-10 19:04:48
1331,31,1,SBINUS39XXX,470262,4452.0,2015-03-10 19:04:48
1332,32,1,SBINUS39XXX,305156,5121.0,2015-03-10 19:04:48
1333,33,1,SBINUS39XXX,589197,2128.0,2015-03-10 19:04:48
1334,34,1,SBINUS39XXX,371491,5925.0,2015-03-10 19:04:48
1335,35,1,SBINUS39XXX,923660,1422.0,2015-03-10 19:04:48
1336,36,1,SBINUS39XXX,125917,4921.0,2015-03-10 19:04:48
1337,37,1,SBINUS39XXX,308183,1640.0,2015-03-10 19:04:48
1338,38,1,SBINUS39XXX,918862,5093.0,2015-03-10 19:04:48
1339,39,1,SBINUS39XXX,880727,2939.0,2015-03-10 19:04:48
1340,40,1,SBINUS39XXX,712159,5550.0,2015-03-10 19:04:48
1341,41,1,SBINUS39XXX,918519,1530.0,2015-03-10 19:04:48
1342,42,1,SBINUS39XXX,150467,1524.0,2015-03-10 19:04:48
1343,43,1,SBINUS39XXX,936179,1423.0,2015-03-10 19:04:48
1344,44,1,SBINUS39XXX,699610,3329.0,2015-03-10 19:04:48
1345,45,1,SBINUS39XXX,236879,4491.0,2015-03-10 19:04:48
1346,46,1,SBINUS39XXX,237738,3942.0,2015-03-10 19:04:48
1347,47,1,SBINUS39XXX,518505,5914.0,2015-03-10 19:04:48
1348,48,1,SBINUS39XXX,166202,3880.0,2015-03-10 19:04:48
1349,49,1,SBINUS39XXX,697202,737.0,2015-03-10 19:04:48
1350,50,1,SBINUS39XXX,873515,1839.0,2015-03-10 19:04:48
1351,51,1,SBINUS39XXX,491731,5063.0,2015-03-10 19:04:48
1352,52,1,SBINUS39XXX,306189,1655.0,2015-03-10 19:04:48
1353,53,1,SBINUS39XXX,943992,5435.0,2015-03-10 19:04:48
1354,54,1,SBINUS39XXX,163625,2573.0,2015-03-10 19:04:48
1355,55,1,SBINUS39XXX,826972,5548.0,2015-03-10 19:04:48
1356,56,1,SBINUS39XXX,941307,3680.0,2015-03-10 19:04:48
1357,57,1,SBINUS39XXX,467280,4819.0,2015-03-10 19:04:48
1358,58,1,SBINUS39XXX,624937,3280.0,2015-03-10 19:04:48
