TRANSACTIONID,FROMCUSTOMERID,FROMACCOUNTNO,TOCUSTOMERID,TOACCOUNTNO,TRANSACTIONSOURCE,DEBITCREDITINDICATOR,AMOUNT,TIMEOFTRANSACTION,DATE,STATUS,CHEQUEID,WIREID,ONLINEID,BRANCHCODE,DESCRIPTION
1476009,49,18806,437,12753,Cheque,debit,68,03:09:33,11-Jul-2016,Completed,1808915,None,None,USA-AZ85381,None
4053518,49,18806,437,12753,Cheque,debit,863,01:22:49,11-Jul-2016,Completed,6074706,None,None,USA-AZ85381,None
5019286,49,18806,437,12753,Cheque,debit,955,03:09:59,11-Jul-2016,Completed,7867451,None,None,USA-AZ85381,None
41316,49,18806,437,12753,Cheque,debit,514,02:40:57,11-Jul-2016,Completed,4172141,None,None,USA-AZ85381,None
2616172,49,18806,437,12753,Cheque,debit,226,01:36:50,11-Jul-2016,Completed,3711324,None,None,USA-AZ85381,None
1484342,49,18806,437,12753,Cheque,debit,397,01:44:46,11-Jul-2016,Completed,1240689,None,None,USA-AZ85381,None
2667839,49,18806,437,12753,Cheque,debit,662,03:46:38,11-Jul-2016,Completed,4774900,None,None,USA-AZ85381,None
6191491,49,18806,437,12753,Cheque,debit,489,00:40:10,11-Jul-2016,Completed,1671012,None,None,USA-AZ85381,None
7542673,49,18806,437,12753,Cheque,debit,753,01:43:25,11-Jul-2016,Completed,6426083,None,None,USA-AZ85381,None
4943233,49,18806,437,12753,Cheque,debit,292,02:46:29,11-Jul-2016,Completed,4677736,None,None,USA-AZ85381,None
4414215,49,18806,437,12753,Cheque,debit,20,02:01:21,11-Jul-2016,Completed,5881996,None,None,USA-AZ85381,None
7478832,49,18806,437,12753,Cheque,debit,807,03:48:11,11-Jul-2016,Completed,7834682,None,None,USA-AZ85381,None
9727070,49,18806,437,12753,Cheque,debit,715,02:18:41,11-Jul-2016,Completed,9452733,None,None,USA-AZ85381,None
5623025,49,18806,437,12753,Cheque,debit,688,00:36:30,11-Jul-2016,Completed,2976584,None,None,USA-AZ85381,None
8370525,49,18806,437,12753,Cheque,debit,895,01:56:47,11-Jul-2016,Completed,6636915,None,None,USA-AZ85381,None
8302385,49,18806,437,12753,Cheque,debit,472,03:56:11,11-Jul-2016,Completed,789855,None,None,USA-AZ85381,None
4591079,49,18806,437,12753,Cheque,debit,903,03:45:17,11-Jul-2016,Completed,1039400,None,None,USA-AZ85381,None
7616738,49,18806,437,12753,Cheque,debit,220,02:20:02,11-Jul-2016,Completed,6702318,None,None,USA-AZ85381,None
6699816,49,18806,437,12753,Cheque,debit,741,03:54:23,11-Jul-2016,Completed,4515579,None,None,USA-AZ85381,None
1798616,49,18806,437,12753,Cheque,debit,780,02:56:28,11-Jul-2016,Completed,9541999,None,None,USA-AZ85381,None
3428471,49,18806,437,12753,Cheque,debit,729,00:44:11,11-Jul-2016,Completed,5723544,None,None,USA-AZ85381,None
9569662,49,18806,437,12753,Cheque,debit,183,02:50:41,11-Jul-2016,Completed,1155485,None,None,USA-AZ85381,None
7654753,49,18806,437,12753,Cheque,debit,977,03:01:06,11-Jul-2016,Completed,8803683,None,None,USA-AZ85381,None
360903,49,18806,437,12753,Cheque,debit,256,01:06:35,11-Jul-2016,Completed,7244977,None,None,USA-AZ85381,None
9794793,49,18806,437,12753,Cheque,debit,926,00:25:50,11-Jul-2016,Completed,5564550,None,None,USA-AZ85381,None
8647066,49,18806,437,12753,Cheque,debit,225,00:21:20,11-Jul-2016,Completed,8828759,None,None,USA-AZ85381,None
979128,49,18806,437,12753,Cheque,debit,292,02:02:14,11-Jul-2016,Completed,3491412,None,None,USA-AZ85381,None
2764237,49,18806,437,12753,Cheque,debit,560,02:57:43,11-Jul-2016,Completed,9208637,None,None,USA-AZ85381,None
548124,49,18806,437,12753,Cheque,debit,263,03:34:55,11-Jul-2016,Completed,6932122,None,None,USA-AZ85381,None
9161973,49,18806,437,12753,Cheque,debit,975,03:26:30,11-Jul-2016,Completed,1951225,None,None,USA-AZ85381,None
9045893,49,18806,437,12753,Cheque,debit,744,00:33:44,11-Jul-2016,Completed,274653,None,None,USA-AZ85381,None
2385272,49,18806,437,12753,Cheque,debit,750,01:23:38,11-Jul-2016,Completed,3469168,None,None,USA-AZ85381,None
8691354,49,18806,437,12753,Cheque,debit,318,01:26:48,11-Jul-2016,Completed,8227590,None,None,USA-AZ85381,None
2551039,49,18806,437,12753,Cheque,debit,879,02:03:45,11-Jul-2016,Completed,3201155,None,None,USA-AZ85381,None
2978432,49,18806,437,12753,Cheque,debit,980,02:12:40,11-Jul-2016,Completed,4606882,None,None,USA-AZ85381,None
897674,49,18806,437,12753,Cheque,debit,871,00:41:08,11-Jul-2016,Completed,5807269,None,None,USA-AZ85381,None
81086,49,18806,437,12753,Cheque,debit,309,02:17:09,11-Jul-2016,Completed,1381507,None,None,USA-AZ85381,None
9606999,49,18806,437,12753,Cheque,debit,388,03:03:12,11-Jul-2016,Completed,5987762,None,None,USA-AZ85381,None
9301500,49,18806,437,12753,Cheque,debit,321,00:23:22,11-Jul-2016,Completed,6024941,None,None,USA-AZ85381,None
6946417,49,18806,437,12753,Cheque,debit,394,00:19:06,11-Jul-2016,Completed,8141053,None,None,USA-AZ85381,None
4035964,49,18806,437,12753,Cheque,debit,720,00:21:11,11-Jul-2016,Completed,2151109,None,None,USA-AZ85381,None
3560957,49,18806,437,12753,Cheque,debit,446,01:51:17,11-Jul-2016,Completed,1555432,None,None,USA-AZ85381,None
658151,49,18806,437,12753,Cheque,debit,660,00:48:03,11-Jul-2016,Completed,376766,None,None,USA-AZ85381,None
2975609,49,18806,437,12753,Cheque,debit,310,00:50:40,11-Jul-2016,Completed,4345589,None,None,USA-AZ85381,None
4922712,49,18806,437,12753,Cheque,debit,918,01:12:10,11-Jul-2016,Completed,9983900,None,None,USA-AZ85381,None
2015108,49,18806,437,12753,Cheque,debit,49,00:40:04,11-Jul-2016,Completed,660142,None,None,USA-AZ85381,None
102908,49,18806,437,12753,Cheque,debit,177,00:15:19,11-Jul-2016,Completed,8601027,None,None,USA-AZ85381,None
9181170,49,18806,437,12753,Cheque,debit,905,01:30:56,11-Jul-2016,Completed,6912687,None,None,USA-AZ85381,None
4977361,49,18806,437,12753,Cheque,debit,32,01:54:03,11-Jul-2016,Completed,9381788,None,None,USA-AZ85381,None
7270745,49,18806,437,12753,Cheque,debit,255,00:08:20,11-Jul-2016,Completed,2922331,None,None,USA-AZ85381,None
4860394,49,18806,437,12753,Cheque,debit,97,01:38:40,11-Jul-2016,Completed,8956984,None,None,USA-AZ85381,None
1047135,49,18806,437,12753,Cheque,debit,228,03:42:11,11-Jul-2016,Completed,1652494,None,None,USA-AZ85381,None
1874642,49,18806,437,12753,Cheque,debit,245,01:34:13,11-Jul-2016,Completed,9782628,None,None,USA-AZ85381,None
19516,49,18806,437,12753,Cheque,debit,650,03:30:12,11-Jul-2016,Completed,1320329,None,None,USA-AZ85381,None
9221271,49,18806,437,12753,Cheque,debit,392,01:05:58,11-Jul-2016,Completed,4024545,None,None,USA-AZ85381,None
162891,49,18806,437,12753,Cheque,debit,420,00:58:13,11-Jul-2016,Completed,7424796,None,None,USA-AZ85381,None
1663662,49,18806,437,12753,Cheque,debit,322,03:19:46,11-Jul-2016,Completed,9689012,None,None,USA-AZ85381,None
6028987,49,18806,437,12753,Cheque,debit,691,01:33:26,11-Jul-2016,Completed,6317498,None,None,USA-AZ85381,None
9959558,49,18806,437,12753,Cheque,debit,800,00:42:46,11-Jul-2016,Completed,4458975,None,None,USA-AZ85381,None
1065272,49,18806,437,12753,Cheque,debit,844,01:01:04,11-Jul-2016,Completed,2878722,None,None,USA-AZ85381,None
8530917,49,18806,437,12753,Cheque,debit,253,03:21:12,11-Jul-2016,Completed,9000892,None,None,USA-AZ85381,None
2138943,49,18806,437,12753,Cheque,debit,174,01:42:16,11-Jul-2016,Completed,4750277,None,None,USA-AZ85381,None
8640052,49,18806,437,12753,Cheque,debit,212,02:46:27,11-Jul-2016,Completed,8424624,None,None,USA-AZ85381,None
3610179,49,18806,437,12753,Cheque,debit,79,02:27:15,11-Jul-2016,Completed,2870218,None,None,USA-AZ85381,None
6123778,49,18806,437,12753,Cheque,debit,47,01:46:34,11-Jul-2016,Completed,3311027,None,None,USA-AZ85381,None
7444439,49,18806,437,12753,Cheque,debit,396,02:00:32,11-Jul-2016,Completed,5578144,None,None,USA-AZ85381,None
7611432,49,18806,437,12753,Cheque,debit,314,00:38:56,11-Jul-2016,Completed,4885208,None,None,USA-AZ85381,None
3323065,49,18806,437,12753,Cheque,debit,469,02:28:52,11-Jul-2016,Completed,7939153,None,None,USA-AZ85381,None
1763225,683,51608,688,54903,Cash,credit,477,00:28:57,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9369249,683,51608,688,54903,Cash,credit,419,01:13:43,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3668926,683,51608,688,54903,Cash,credit,928,01:56:29,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7928899,683,51608,688,54903,Cash,credit,3,00:57:38,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2647244,683,51608,688,54903,Cash,credit,412,03:31:30,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7129570,683,51608,688,54903,Cash,credit,430,03:34:42,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4509205,683,51608,688,54903,Cash,credit,160,02:49:45,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3727671,683,51608,688,54903,Cash,credit,966,02:59:44,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4580196,683,51608,688,54903,Cash,credit,732,03:15:52,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4822219,683,51608,688,54903,Cash,credit,494,00:36:23,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
220317,683,51608,688,54903,Cash,credit,92,02:17:10,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8193032,683,51608,688,54903,Cash,credit,74,03:02:22,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8469399,683,51608,688,54903,Cash,credit,701,00:13:04,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3755313,683,51608,688,54903,Cash,credit,737,01:27:45,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4037179,683,51608,688,54903,Cash,credit,284,03:12:58,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5527152,683,51608,688,54903,Cash,credit,233,03:02:33,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7388980,683,51608,688,54903,Cash,credit,620,03:03:32,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3693790,683,51608,688,54903,Cash,credit,983,00:35:55,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4848717,683,51608,688,54903,Cash,credit,115,01:39:24,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7236323,683,51608,688,54903,Cash,credit,140,02:34:20,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3353024,683,51608,688,54903,Cash,credit,692,00:11:07,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6791162,683,51608,688,54903,Cash,credit,315,00:01:21,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
452857,683,51608,688,54903,Cash,credit,94,02:21:05,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1808837,683,51608,688,54903,Cash,credit,684,00:38:32,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
162135,683,51608,688,54903,Cash,credit,266,02:12:20,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2127410,683,51608,688,54903,Cash,credit,56,01:32:19,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1269107,683,51608,688,54903,Cash,credit,699,03:49:15,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9548632,683,51608,688,54903,Cash,credit,964,02:30:33,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4559012,683,51608,688,54903,Cash,credit,763,01:06:53,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6358519,683,51608,688,54903,Cash,credit,503,00:57:56,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4058621,683,51608,688,54903,Cash,credit,731,01:48:56,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
560205,683,51608,688,54903,Cash,credit,782,00:59:56,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8711322,683,51608,688,54903,Cash,credit,324,00:34:07,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3045343,683,51608,688,54903,Cash,credit,175,01:08:28,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7174802,683,51608,688,54903,Cash,credit,950,01:41:11,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7551073,683,51608,688,54903,Cash,credit,726,01:34:08,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
253883,683,51608,688,54903,Cash,credit,421,01:18:13,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2620483,683,51608,688,54903,Cash,credit,905,00:08:37,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6067532,683,51608,688,54903,Cash,credit,775,02:25:39,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4467627,683,51608,688,54903,Cash,credit,762,02:12:38,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
183153,683,51608,688,54903,Cash,credit,881,03:43:05,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4990725,683,51608,688,54903,Cash,credit,812,01:32:27,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7955299,683,51608,688,54903,Cash,credit,171,03:48:47,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
517388,683,51608,688,54903,Cash,credit,216,00:51:58,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3107621,683,51608,688,54903,Cash,credit,13,02:04:45,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
167030,683,51608,688,54903,Cash,credit,728,00:07:03,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5116229,683,51608,688,54903,Cash,credit,834,01:24:34,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6340076,683,51608,688,54903,Cash,credit,700,02:53:30,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7758345,683,51608,688,54903,Cash,credit,168,01:14:42,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2991111,683,51608,688,54903,Cash,credit,827,01:18:55,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8676766,683,51608,688,54903,Cash,credit,640,00:13:06,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2509082,683,51608,688,54903,Cash,credit,314,01:39:43,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6275649,683,51608,688,54903,Cash,credit,392,02:33:27,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7914072,683,51608,688,54903,Cash,credit,930,03:40:51,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8656009,683,51608,688,54903,Cash,credit,989,01:02:18,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8161835,683,51608,688,54903,Cash,credit,150,03:02:32,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4439546,683,51608,688,54903,Cash,credit,77,02:28:26,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5061746,683,51608,688,54903,Cash,credit,744,00:35:42,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5936787,683,51608,688,54903,Cash,credit,983,00:28:51,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9195084,683,51608,688,54903,Cash,credit,958,03:00:35,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6246698,683,51608,688,54903,Cash,credit,97,00:42:04,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2666174,683,51608,688,54903,Cash,credit,996,02:18:22,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4426290,683,51608,688,54903,Cash,credit,860,02:53:57,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
259604,683,51608,688,54903,Cash,credit,40,03:06:49,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5207702,683,51608,688,54903,Cash,credit,108,00:07:52,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9742721,683,51608,688,54903,Cash,credit,633,03:56:53,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9229446,683,51608,688,54903,Cash,credit,478,01:52:20,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
536764,683,51608,688,54903,Cash,credit,673,03:38:04,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6753385,683,51608,688,54903,Cash,credit,117,00:49:31,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6856031,683,51608,688,54903,Cash,credit,639,02:10:48,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2402204,683,51608,688,54903,Cash,credit,870,02:19:18,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1876223,683,51608,688,54903,Cash,credit,787,02:42:57,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2934395,683,51608,688,54903,Cash,credit,821,03:01:26,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8778249,683,51608,688,54903,Cash,credit,887,03:48:07,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2906532,683,51608,688,54903,Cash,credit,645,02:23:04,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2365365,683,51608,688,54903,Cash,credit,798,02:49:48,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6493417,683,51608,688,54903,Cash,credit,536,03:23:21,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2465961,683,51608,688,54903,Cash,credit,822,00:44:25,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2212366,683,51608,688,54903,Cash,credit,980,04:00:23,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6778131,683,51608,688,54903,Cash,credit,394,00:23:17,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5099903,683,51608,688,54903,Cash,credit,248,02:04:22,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4676312,683,51608,688,54903,Cash,credit,301,00:43:14,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
810814,683,51608,688,54903,Cash,credit,725,03:32:20,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4666487,683,51608,688,54903,Cash,credit,90,00:02:38,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7721902,683,51608,688,54903,Cash,credit,537,03:04:08,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3091864,683,51608,688,54903,Cash,credit,343,00:32:34,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3289555,683,51608,688,54903,Cash,credit,108,01:50:39,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5565329,683,51608,688,54903,Cash,credit,878,02:55:58,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3039182,683,51608,688,54903,Cash,credit,191,03:18:17,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3225467,683,51608,688,54903,Cash,credit,721,02:01:04,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6043989,683,51608,688,54903,Cash,credit,467,02:34:44,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8357859,683,51608,688,54903,Cash,credit,365,01:20:30,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3656241,683,51608,688,54903,Cash,credit,209,03:26:37,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9612296,683,51608,688,54903,Cash,credit,912,03:48:56,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9405703,683,51608,688,54903,Cash,credit,374,01:05:58,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5161373,683,51608,688,54903,Cash,credit,9,01:27:10,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9133905,683,51608,688,54903,Cash,credit,353,00:37:47,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7230804,683,51608,688,54903,Cash,credit,641,03:40:12,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6957148,683,51608,688,54903,Cash,credit,266,02:41:44,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3948111,683,51608,688,54903,Cash,credit,669,00:50:16,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9439751,683,51608,688,54903,Cash,credit,996,01:50:30,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1052382,683,51608,688,54903,Cash,credit,700,00:13:13,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8852635,683,51608,688,54903,Cash,credit,356,03:40:46,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5334364,683,51608,688,54903,Cash,credit,50,00:14:57,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4706024,683,51608,688,54903,Cash,credit,242,01:33:27,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5454780,683,51608,688,54903,Cash,credit,678,03:30:29,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6416803,683,51608,688,54903,Cash,credit,452,01:25:13,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2080484,683,51608,688,54903,Cash,credit,290,01:05:58,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9985677,683,51608,688,54903,Cash,credit,731,03:55:03,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8490126,683,51608,688,54903,Cash,credit,59,01:52:14,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9266878,683,51608,688,54903,Cash,credit,859,01:43:45,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1323531,683,51608,688,54903,Cash,credit,808,00:39:43,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7198456,683,51608,688,54903,Cash,credit,636,01:59:11,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7562618,683,51608,688,54903,Cash,credit,7,02:23:27,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9707323,683,51608,688,54903,Cash,credit,71,00:14:03,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8372156,683,51608,688,54903,Cash,credit,748,03:46:08,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9351967,683,51608,688,54903,Cash,credit,615,00:11:03,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9934055,683,51608,688,54903,Cash,credit,557,03:34:23,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1399209,683,51608,688,54903,Cash,credit,1,02:23:45,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1155157,683,51608,688,54903,Cash,credit,115,02:43:19,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6234284,683,51608,688,54903,Cash,credit,477,02:19:34,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
708707,683,51608,688,54903,Cash,credit,711,03:54:58,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5248922,683,51608,688,54903,Cash,credit,404,03:59:05,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4100204,683,51608,688,54903,Cash,credit,789,02:00:01,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2816281,683,51608,688,54903,Cash,credit,986,00:34:52,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1113830,683,51608,688,54903,Cash,credit,83,00:42:38,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1024278,683,51608,688,54903,Cash,credit,828,00:47:52,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8424419,683,51608,688,54903,Cash,credit,162,01:20:57,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7394645,683,51608,688,54903,Cash,credit,292,02:19:07,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3692887,683,51608,688,54903,Cash,credit,256,01:45:32,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
733880,683,51608,688,54903,Cash,credit,962,02:36:01,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8031764,683,51608,688,54903,Cash,credit,999,02:25:35,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5717506,683,51608,688,54903,Cash,credit,640,03:04:50,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8044972,683,51608,688,54903,Cash,credit,974,00:57:21,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9377894,683,51608,688,54903,Cash,credit,448,02:58:36,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1053494,683,51608,688,54903,Cash,credit,873,03:15:33,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
374986,683,51608,688,54903,Cash,credit,189,03:11:02,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3735487,683,51608,688,54903,Cash,credit,829,03:04:37,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5967333,683,51608,688,54903,Cash,credit,844,03:39:00,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1427508,683,51608,688,54903,Cash,credit,463,02:35:01,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6051371,683,51608,688,54903,Cash,credit,497,00:54:35,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5022509,683,51608,688,54903,Cash,credit,77,03:56:29,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2140099,683,51608,688,54903,Cash,credit,502,02:43:19,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8275674,683,51608,688,54903,Cash,credit,626,02:41:51,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
864717,683,51608,688,54903,Cash,credit,260,03:23:57,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5549243,683,51608,688,54903,Cash,credit,7,03:03:16,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1477663,683,51608,688,54903,Cash,credit,806,03:58:22,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2267257,683,51608,688,54903,Cash,credit,894,03:37:18,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7174676,683,51608,688,54903,Cash,credit,294,00:26:16,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2218087,683,51608,688,54903,Cash,credit,879,01:56:41,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3070057,683,51608,688,54903,Cash,credit,55,02:11:36,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4467011,683,51608,688,54903,Cash,credit,696,03:58:01,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
530712,683,51608,688,54903,Cash,credit,926,03:00:22,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6815743,683,51608,688,54903,Cash,credit,299,00:04:56,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9587964,683,51608,688,54903,Cash,credit,842,03:09:55,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6045079,683,51608,688,54903,Cash,credit,513,02:23:16,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3721339,683,51608,688,54903,Cash,credit,310,00:05:54,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4020345,683,51608,688,54903,Cash,credit,716,03:55:02,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1567411,683,51608,688,54903,Cash,credit,601,03:38:42,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1471574,683,51608,688,54903,Cash,credit,7,02:17:21,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9716725,683,51608,688,54903,Cash,credit,157,01:48:50,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5266496,683,51608,688,54903,Cash,credit,477,00:01:36,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1687211,683,51608,688,54903,Cash,credit,700,01:42:55,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5550439,683,51608,688,54903,Cash,credit,437,00:41:27,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2712176,683,51608,688,54903,Cash,credit,712,01:13:19,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
812914,683,51608,688,54903,Cash,credit,422,01:12:31,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
