id,customerid,fromaccount,toaccount,amount,balance,transactiontype,whentime
5863,88,752325,873515,2667.04967119,24003.4470407,1,2014-06-28 19:39:51
5864,50,752325,873515,2667.04967119,22369.5070274,2,2014-06-28 19:39:51
5865,1,891272,936429,1677.27433058,11224.8359046,1,2014-06-29 18:49:51
5866,60,891272,936429,1677.27433058,26339.9030666,2,2014-06-29 18:49:51
5867,76,708666,936179,5901.93763135,47752.0408355,1,2014-06-29 18:59:51
5868,43,708666,936179,5901.93763135,49232.7486412,2,2014-06-29 18:59:51
5869,15,524070,0,1659.95202316,11108.9096934,1,2014-06-29 19:09:51
5870,35,923660,873515,1002.40899923,9021.68099309,1,2014-06-29 19:19:51
5871,50,923660,873515,1002.40899923,23371.9160267,2,2014-06-29 19:19:51
5872,99,418939,486555,964.697181368,11094.0175857,1,2014-06-29 19:29:51
5873,85,418939,486555,964.697181368,60154.0658688,2,2014-06-29 19:29:51
5874,18,220113,663702,5065.69749321,31117.8560297,1,2014-06-29 19:39:51
5875,6,220113,663702,5065.69749321,25565.4184757,2,2014-06-29 19:39:51
5876,69,413103,518480,7728.58067764,37733.6586026,1,2014-06-29 19:49:51
5877,59,413103,518480,7728.58067764,47273.9720265,2,2014-06-29 19:49:51
5878,96,192134,531934,12775.760975,25938.6662219,1,2014-06-29 19:59:51
5879,67,192134,531934,12775.760975,35783.7293298,2,2014-06-29 19:59:51
5880,41,918519,478877,3318.14785007,14145.7882029,1,2014-06-29 20:09:51
5881,19,918519,478877,3318.14785007,52308.2873051,2,2014-06-29 20:09:51
5882,76,708666,163625,5730.24490026,42021.7959352,1,2014-06-29 20:19:51
5883,54,708666,163625,5730.24490026,14332.0053364,2,2014-06-29 20:19:51
5884,1,12345,891272,6577.33333333,17802.169238,2,2014-06-30 19:29:51
5885,2,12345,567538,9381.0,51511.9925798,2,2014-06-30 19:29:51
5886,3,12345,500724,4996.33333333,33256.7578576,2,2014-06-30 19:29:51
5887,4,12345,914466,22797.6666667,49634.8635194,2,2014-06-30 19:29:51
5888,5,12345,783774,14974.3333333,64959.1421363,2,2014-06-30 19:29:51
5889,6,12345,663702,19314.3333333,44879.751809,2,2014-06-30 19:29:51
5890,7,12345,636714,18064.6666667,41152.7588057,2,2014-06-30 19:29:51
5891,8,12345,878538,3737.33333333,11964.9457837,2,2014-06-30 19:29:51
5892,9,12345,450148,7666.33333333,21412.0505601,2,2014-06-30 19:29:51
5893,10,12345,839923,15211.6666667,71175.7791062,2,2014-06-30 19:29:51
5894,11,12345,891150,23410.6666667,62590.1323659,2,2014-06-30 19:29:51
5895,12,12345,620127,19674.0,59113.5597853,2,2014-06-30 19:29:51
5896,13,12345,212335,16678.0,56207.7383424,2,2014-06-30 19:29:51
5897,14,12345,893318,9891.66666667,47490.4027383,2,2014-06-30 19:29:51
5898,15,12345,524070,21613.3333333,32722.2430268,2,2014-06-30 19:29:51
5899,16,12345,763673,8881.66666667,37612.4521197,2,2014-06-30 19:29:51
5900,17,12345,115528,14614.6666667,70412.0157092,2,2014-06-30 19:29:51
5901,18,12345,220113,17716.0,48833.8560297,2,2014-06-30 19:29:51
5902,19,12345,478877,7216.33333333,59524.6206384,2,2014-06-30 19:29:51
5903,20,12345,554762,30335.6666667,62359.7606845,2,2014-06-30 19:29:51
5904,21,12345,871572,15124.3333333,34008.2792599,2,2014-06-30 19:29:51
5905,22,12345,672289,23999.3333333,58795.1203342,2,2014-06-30 19:29:51
5906,23,12345,768282,21812.6666667,42435.1024906,2,2014-06-30 19:29:51
5907,24,12345,393938,10127.0,22842.6790903,2,2014-06-30 19:29:51
5908,25,12345,345727,13468.6666667,27806.6800946,2,2014-06-30 19:29:51
5909,26,12345,954873,24961.3333333,30184.6081925,2,2014-06-30 19:29:51
5910,27,12345,932991,30153.6666667,50775.8451382,2,2014-06-30 19:29:51
5911,28,12345,184756,16971.0,56291.6104356,2,2014-06-30 19:29:51
5912,29,12345,967879,8067.0,26999.4001787,2,2014-06-30 19:29:51
5913,30,12345,393851,16302.3333333,41468.1906665,2,2014-06-30 19:29:51
5914,31,12345,470262,24488.3333333,67358.2140286,2,2014-06-30 19:29:51
5915,32,12345,305156,28168.0,54076.3222683,2,2014-06-30 19:29:51
5916,33,12345,589197,11707.6666667,63335.618035,2,2014-06-30 19:29:51
5917,34,12345,371491,32591.3333333,58268.4902948,2,2014-06-30 19:29:51
5918,35,12345,923660,7820.66666667,16842.3476598,2,2014-06-30 19:29:51
5919,36,12345,125917,27069.0,61364.3422659,2,2014-06-30 19:29:51
5920,37,12345,308183,9019.66666667,26086.4373049,2,2014-06-30 19:29:51
5921,38,12345,918862,28016.0,50605.7232154,2,2014-06-30 19:29:51
5922,39,12345,880727,16167.3333333,26385.4079275,2,2014-06-30 19:29:51
5923,40,12345,712159,30531.0,85400.8032975,2,2014-06-30 19:29:51
5924,41,12345,918519,8413.66666667,22559.4548696,2,2014-06-30 19:29:51
5925,42,12345,150467,8381.33333333,53557.3045385,2,2014-06-30 19:29:51
5926,43,12345,936179,7829.33333333,57062.0819745,2,2014-06-30 19:29:51
5927,44,12345,699610,18310.0,33846.1774612,2,2014-06-30 19:29:51
5928,45,12345,236879,24704.0,78575.1282938,2,2014-06-30 19:29:51
5929,46,12345,237738,21686.0,60105.0510349,2,2014-06-30 19:29:51
5930,47,12345,518505,32532.3333333,112556.442954,2,2014-06-30 19:29:51
5931,48,12345,166202,21342.3333333,48055.5782898,2,2014-06-30 19:29:51
5932,49,12345,697202,4051.66666667,35700.3782594,2,2014-06-30 19:29:51
5933,50,12345,873515,10117.3333333,33489.24936,2,2014-06-30 19:29:51
5934,51,12345,491731,27849.6666667,77806.939917,2,2014-06-30 19:29:51
5935,52,12345,306189,9105.0,34838.4833275,2,2014-06-30 19:29:51
5936,53,12345,943992,29896.0,64649.7566297,2,2014-06-30 19:29:51
5937,54,12345,163625,14151.6666667,28483.6720031,2,2014-06-30 19:29:51
5938,55,12345,826972,30520.6666667,54368.1892427,2,2014-06-30 19:29:51
5939,56,12345,941307,20243.3333333,44090.3946801,2,2014-06-30 19:29:51
5940,57,12345,467280,26505.6666667,66640.8593179,2,2014-06-30 19:29:51
5941,58,12345,624937,18041.6666667,51838.4259415,2,2014-06-30 19:29:51
5942,59,12345,518480,32565.6666667,79839.6386931,2,2014-06-30 19:29:51
5943,60,12345,936429,14354.0,40693.9030666,2,2014-06-30 19:29:51
5944,61,12345,828379,22540.3333333,41682.400966,2,2014-06-30 19:29:51
5945,62,12345,203790,21684.6666667,63632.3152336,2,2014-06-30 19:29:51
5946,63,12345,165101,22297.6666667,53999.4857695,2,2014-06-30 19:29:51
5947,64,12345,420727,26298.6666667,53474.7388071,2,2014-06-30 19:29:51
5948,65,12345,745558,18038.0,50332.9670601,2,2014-06-30 19:29:51
5949,66,12345,781588,27139.0,46874.5071505,2,2014-06-30 19:29:51
5950,67,12345,531934,27731.3333333,63515.0626632,2,2014-06-30 19:29:51
5951,68,12345,471852,28387.0,64888.6372496,2,2014-06-30 19:29:51
5952,69,12345,413103,23860.6666667,61594.3252693,2,2014-06-30 19:29:51
5953,70,12345,268381,4751.66666667,14247.3364872,2,2014-06-30 19:29:51
5954,71,12345,921658,11558.3333333,41452.9892087,2,2014-06-30 19:29:51
5955,72,12345,988304,25556.6666667,49952.0696153,2,2014-06-30 19:29:51
5956,73,12345,587734,31061.6666667,65765.3269024,2,2014-06-30 19:29:51
5957,74,12345,751890,23673.3333333,91556.0763883,2,2014-06-30 19:29:51
5958,75,12345,969725,25838.3333333,53002.4768892,2,2014-06-30 19:29:51
5959,76,12345,708666,11611.0,53632.7959352,2,2014-06-30 19:29:51
5960,77,12345,764406,27461.3333333,38716.3193483,2,2014-06-30 19:29:51
5961,78,12345,874008,28421.6666667,88291.4053207,2,2014-06-30 19:29:51
5962,79,12345,475510,12053.0,39831.3901177,2,2014-06-30 19:29:51
5963,80,12345,960256,17186.3333333,34985.67085,2,2014-06-30 19:29:51
5964,81,12345,962257,9831.33333333,33396.1522532,2,2014-06-30 19:29:51
5965,82,12345,940970,12734.6666667,41610.580307,2,2014-06-30 19:29:51
5966,83,12345,943072,28641.3333333,53819.1595289,2,2014-06-30 19:29:51
5967,84,12345,749337,12486.6666667,30480.1823099,2,2014-06-30 19:29:51
5968,85,12345,486555,31678.0,91832.0658688,2,2014-06-30 19:29:51
5969,86,12345,930344,7661.66666667,35426.0510425,2,2014-06-30 19:29:51
5970,87,12345,602125,28768.0,51481.2937571,2,2014-06-30 19:29:51
5971,88,12345,752325,14439.0,38442.4470407,2,2014-06-30 19:29:51
5972,89,12345,893766,20956.6666667,116378.369895,2,2014-06-30 19:29:51
5973,90,12345,624005,25453.3333333,54497.9654885,2,2014-06-30 19:29:51
5974,91,12345,275651,23216.0,48086.2859789,2,2014-06-30 19:29:51
5975,92,12345,908786,9301.0,38136.4483128,2,2014-06-30 19:29:51
5976,93,12345,844747,12227.6666667,19494.8684975,2,2014-06-30 19:29:51
5977,94,12345,627076,16890.0,62403.7508964,2,2014-06-30 19:29:51
5978,95,12345,876359,21146.6666667,42468.0548568,2,2014-06-30 19:29:51
5979,96,12345,192134,32622.6666667,58561.3328886,2,2014-06-30 19:29:51
5980,97,12345,666203,21710.0,52675.7382983,2,2014-06-30 19:29:51
5981,98,12345,674477,31867.6666667,53006.6795007,2,2014-06-30 19:29:51
5982,99,12345,418939,14802.3333333,25896.3509191,2,2014-06-30 19:29:51
5983,100,12345,932297,10282.3333333,42328.435627,2,2014-06-30 19:29:51
5984,76,708666,783774,5899.60755287,47733.1883823,1,2014-06-30 19:29:51
5985,5,708666,783774,5899.60755287,70858.7496892,2,2014-06-30 19:29:51
5986,52,306189,674477,4877.38766584,29961.0956616,1,2014-06-30 19:39:51
5987,98,306189,674477,4877.38766584,57884.0671666,2,2014-06-30 19:39:51
5988,62,203790,880727,10181.1704374,53451.1447962,1,2014-06-30 19:49:51
5989,39,203790,880727,10181.1704374,36566.5783649,2,2014-06-30 19:49:51
5990,35,923660,0,2189.50519577,14652.842464,1,2014-06-30 19:59:51
5991,100,932297,943072,8465.68712541,33862.7485016,1,2014-06-30 20:09:51
5992,83,932297,943072,8465.68712541,62284.8466543,2,2014-06-30 20:09:51
5993,3,500724,943072,6651.35157152,26605.4062861,1,2014-06-30 20:19:51
5994,83,500724,943072,6651.35157152,68936.1982258,2,2014-06-30 20:19:51
5995,46,237738,220113,10818.9091863,49286.1418486,1,2014-06-30 20:29:51
5996,18,237738,220113,10818.9091863,59652.765216,2,2014-06-30 20:29:51
5997,41,918519,781588,3158.32368175,19401.1311879,1,2014-06-30 20:39:51
5998,66,918519,781588,3158.32368175,50032.8308322,2,2014-06-30 20:39:51
5999,12,620127,345727,8867.0339678,50246.5258175,1,2014-06-30 20:49:51
6000,25,620127,345727,8867.0339678,36673.7140624,2,2014-06-30 20:49:51
6001,74,751890,554762,11902.2899305,79653.7864578,1,2014-07-01 18:59:51
6002,20,751890,554762,11902.2899305,74262.050615,2,2014-07-01 18:59:51
6003,33,589197,893766,6333.5618035,57002.0562315,1,2014-07-01 19:09:51
6004,89,589197,893766,6333.5618035,122711.931698,2,2014-07-01 19:09:51
6005,35,923660,212335,732.6421232,13920.2003408,1,2014-07-01 19:19:51
6006,13,923660,212335,732.6421232,56940.3804656,2,2014-07-01 19:19:51
6007,67,531934,768282,11432.7112794,52082.3513838,1,2014-07-01 19:29:51
6008,23,531934,768282,11432.7112794,53867.81377,2,2014-07-01 19:29:51
6009,94,627076,768282,1248.07501793,61155.6758784,1,2014-07-01 19:39:51
6010,23,627076,768282,1248.07501793,55115.8887879,2,2014-07-01 19:39:51
6011,100,932297,943992,4740.78479023,29121.9637114,1,2014-07-01 19:49:51
6012,53,932297,943992,4740.78479023,69390.5414199,2,2014-07-01 19:49:51
6013,48,166202,554762,8650.00409216,39405.5741976,1,2014-07-01 19:59:51
6014,20,166202,554762,8650.00409216,82912.0547071,2,2014-07-01 19:59:51
6015,82,940970,393938,6657.69284911,34952.8874578,1,2014-07-01 20:09:51
6016,24,940970,393938,6657.69284911,29500.3719394,2,2014-07-01 20:09:51
6017,1,891272,9999999999,5396.01439864,12406.1548393,1,2014-07-02 19:19:51
6019,2,567538,9999999999,2743.16661737,48768.8259624,1,2014-07-02 19:19:51
6021,3,500724,9999999999,2084.08645044,24521.3198356,1,2014-07-02 19:19:51
6023,4,914466,9999999999,4499.40750432,45135.4560151,1,2014-07-02 19:19:51
6025,5,783774,9999999999,2413.13544332,68445.6142459,1,2014-07-02 19:19:51
6027,6,663702,9999999999,19928.1486229,24951.6031861,1,2014-07-02 19:19:51
6029,7,636714,9999999999,6994.69704647,34158.0617592,1,2014-07-02 19:19:51
6031,8,878538,9999999999,1182.0692366,10782.8765471,1,2014-07-02 19:19:51
6033,9,450148,9999999999,4284.26576458,17127.7847955,1,2014-07-02 19:19:51
6035,10,839923,9999999999,12832.29972,58343.4793862,1,2014-07-02 19:19:51
6037,11,891150,9999999999,9191.31705012,53398.8153158,1,2014-07-02 19:19:51
6039,12,620127,9999999999,8484.2111266,41762.3146909,1,2014-07-02 19:19:51
6041,13,212335,9999999999,7105.15528077,49835.2251849,1,2014-07-02 19:19:51
6043,14,893318,9999999999,9230.1919754,38260.2107629,1,2014-07-02 19:19:51
6045,15,524070,9999999999,11072.9287269,21649.3142999,1,2014-07-02 19:19:51
6047,16,763673,9999999999,6363.85803166,31248.594088,1,2014-07-02 19:19:51
6049,17,115528,9999999999,9014.9252017,61397.0905075,1,2014-07-02 19:19:51
6051,18,220113,9999999999,13725.3398257,45927.4253903,1,2014-07-02 19:19:51
6053,19,478877,9999999999,5361.41877282,54163.2018656,1,2014-07-02 19:19:51
6055,20,554762,9999999999,21379.6297,61532.4250071,1,2014-07-02 19:19:51
6057,21,871572,9999999999,7205.03054982,26803.2487101,1,2014-07-02 19:19:51
6059,22,672289,9999999999,33474.5639587,25320.5563755,1,2014-07-02 19:19:51
6061,23,768282,9999999999,17817.311652,37298.5771359,1,2014-07-02 19:19:51
6063,24,393938,9999999999,4881.47148584,24618.9004536,1,2014-07-02 19:19:51
6065,25,345727,9999999999,3406.97087357,33266.7431889,1,2014-07-02 19:19:51
6067,26,954873,9999999999,12884.2515034,17300.3566891,1,2014-07-02 19:19:51
6069,27,932991,9999999999,25808.489981,24967.3551572,1,2014-07-02 19:19:51
6071,28,184756,9999999999,23012.9598289,33278.6506068,1,2014-07-02 19:19:51
6073,29,967879,9999999999,10850.8791589,16148.5210197,1,2014-07-02 19:19:51
6075,30,393851,9999999999,5726.27812767,35741.9125388,1,2014-07-02 19:19:51
6077,31,470262,9999999999,29171.3307537,38186.8832749,1,2014-07-02 19:19:51
6079,32,305156,9999999999,18103.9420919,35972.3801764,1,2014-07-02 19:19:51
6081,33,589197,9999999999,9179.95603095,47822.1002005,1,2014-07-02 19:19:51
6083,34,371491,9999999999,23752.1352541,34516.3550407,1,2014-07-02 19:19:51
6085,35,923660,9999999999,3305.87943366,10614.3209071,1,2014-07-02 19:19:51
6087,36,125917,9999999999,22458.7286097,38905.6136562,1,2014-07-02 19:19:51
6089,37,308183,9999999999,2983.76414633,23102.6731586,1,2014-07-02 19:19:51
6091,38,918862,9999999999,9773.27305565,40832.4501597,1,2014-07-02 19:19:51
6093,39,880727,9999999999,9580.66264456,26985.9157203,1,2014-07-02 19:19:51
6095,40,712159,9999999999,14365.1313886,71035.6719089,1,2014-07-02 19:19:51
6097,41,918519,9999999999,2389.63983896,17011.4913489,1,2014-07-02 19:19:51
6099,42,150467,9999999999,6212.54121337,47344.7633251,1,2014-07-02 19:19:51
6101,43,936179,9999999999,7644.98530726,49417.0966673,1,2014-07-02 19:19:51
6103,44,699610,9999999999,6319.70814977,27526.4693115,1,2014-07-02 19:19:51
6105,45,236879,9999999999,49408.0,29167.1282938,1,2014-07-02 19:19:51
6107,46,237738,9999999999,10879.1232093,38407.0186393,1,2014-07-02 19:19:51
6109,47,518505,9999999999,23291.7701181,89264.672836,1,2014-07-02 19:19:51
6111,48,166202,9999999999,21973.0493265,17432.5248711,1,2014-07-02 19:19:51
6113,49,697202,9999999999,3558.4312796,32141.9469798,1,2014-07-02 19:19:51
6115,50,873515,9999999999,4360.72716069,29128.5221993,1,2014-07-02 19:19:51
6117,51,491731,9999999999,11777.4726622,66029.4672547,1,2014-07-02 19:19:51
6119,52,306189,9999999999,3148.80621821,26812.2894434,1,2014-07-02 19:19:51
6121,53,943992,9999999999,6950.32054111,62440.2208788,1,2014-07-02 19:19:51
6123,54,163625,9999999999,13716.1480705,14767.5239326,1,2014-07-02 19:19:51
6125,55,826972,9999999999,5570.34545329,48797.8437894,1,2014-07-02 19:19:51
6127,56,941307,9999999999,7360.75040195,36729.6442782,1,2014-07-02 19:19:51
6129,57,467280,9999999999,33790.6903752,32850.1689427,1,2014-07-02 19:19:51
6131,58,624937,9999999999,2410.0972004,49428.3287411,1,2014-07-02 19:19:51
6133,59,518480,9999999999,15254.4673558,64585.1713373,1,2014-07-02 19:19:51
6135,60,936429,9999999999,9404.76377133,31289.1392953,1,2014-07-02 19:19:51
6137,61,828379,9999999999,13168.5807927,28513.8201733,1,2014-07-02 19:19:51
6139,62,203790,9999999999,9399.18664817,44051.958148,1,2014-07-02 19:19:51
6141,63,165101,9999999999,19523.244382,34476.2413875,1,2014-07-02 19:19:51
6143,64,420727,9999999999,22699.9911326,30774.7476745,1,2014-07-02 19:19:51
6145,65,745558,9999999999,6500.28517682,43832.6818833,1,2014-07-02 19:19:51
6147,66,781588,9999999999,12067.9653788,37964.8654535,1,2014-07-02 19:19:51
6149,67,531934,9999999999,6104.83774502,45977.5136388,1,2014-07-02 19:19:51
6151,68,471852,9999999999,9233.34399689,55655.2932527,1,2014-07-02 19:19:51
6153,69,413103,9999999999,10653.2208,50941.1044693,1,2014-07-02 19:19:51
6155,70,268381,9999999999,5941.32650924,8306.00997796,1,2014-07-02 19:19:51
6157,71,921658,9999999999,10214.2797637,31238.709445,1,2014-07-02 19:19:51
6159,72,988304,9999999999,13230.1058572,36721.9637581,1,2014-07-02 19:19:51
6161,73,587734,9999999999,29934.087061,35831.2398413,1,2014-07-02 19:19:51
6163,74,751890,9999999999,17570.7493193,62083.0371385,1,2014-07-02 19:19:51
6165,75,969725,9999999999,7285.74045206,45716.7364372,1,2014-07-02 19:19:51
6167,76,708666,9999999999,7907.51493215,39825.6734502,1,2014-07-02 19:19:51
6169,77,764406,9999999999,17925.6069349,20790.7124134,1,2014-07-02 19:19:51
6171,78,874008,9999999999,25236.2695568,63055.1357639,1,2014-07-02 19:19:51
6173,79,475510,9999999999,4240.58202086,35590.8080968,1,2014-07-02 19:19:51
6175,80,960256,9999999999,18352.8530464,16632.8178036,1,2014-07-02 19:19:51
6177,81,962257,9999999999,2615.29692572,30780.8553275,1,2014-07-02 19:19:51
6179,82,940970,9999999999,1998.78184,32954.1056178,1,2014-07-02 19:19:51
6181,83,943072,9999999999,57282.0,11654.1982258,1,2014-07-02 19:19:51
6183,84,749337,9999999999,2569.70703879,27910.4752711,1,2014-07-02 19:19:51
6185,85,486555,9999999999,13929.5009204,77902.5649484,1,2014-07-02 19:19:51
6187,86,930344,9999999999,2154.92770105,33271.1233415,1,2014-07-02 19:19:51
6189,87,602125,9999999999,13152.5024073,38328.7913498,1,2014-07-02 19:19:51
6191,88,752325,9999999999,14228.1714374,24214.2756033,1,2014-07-02 19:19:51
6193,89,893766,9999999999,11268.3544769,111443.577221,1,2014-07-02 19:19:51
6195,90,624005,9999999999,11549.0044651,42948.9610234,1,2014-07-02 19:19:51
6197,91,275651,9999999999,9981.98400981,38104.3019691,1,2014-07-02 19:19:51
6199,92,908786,9999999999,3475.68565363,34660.7626592,1,2014-07-02 19:19:51
6201,93,844747,9999999999,7454.368512,12040.4999855,1,2014-07-02 19:19:51
6203,94,627076,9999999999,13621.5000446,47534.1758338,1,2014-07-02 19:19:51
6205,95,876359,9999999999,17559.1963996,24908.8584572,1,2014-07-02 19:19:51
6207,96,192134,9999999999,24913.2499957,33648.0828929,1,2014-07-02 19:19:51
6209,97,666203,9999999999,8826.43670969,43849.3015886,1,2014-07-02 19:19:51
6211,98,674477,9999999999,25300.1691446,32583.8980219,1,2014-07-02 19:19:51
6213,99,418939,9999999999,17496.0070955,8400.34382353,1,2014-07-02 19:19:51
6215,100,932297,9999999999,15589.477961,13532.4857504,1,2014-07-02 19:19:51
6217,39,880727,115528,2158.87325763,24827.0424627,1,2014-07-02 19:19:51
6218,17,880727,115528,2158.87325763,63555.9637652,2,2014-07-02 19:19:51
6219,88,752325,268381,3632.1413405,20582.1342628,1,2014-07-02 19:29:51
6220,70,752325,268381,3632.1413405,11938.1513185,2,2014-07-02 19:29:51
6221,77,764406,891150,2286.97836547,18503.7340479,1,2014-07-02 19:39:51
6222,11,764406,891150,2286.97836547,55685.7936813,2,2014-07-02 19:39:51
6223,17,115528,967879,6355.59637652,57200.3673886,1,2014-07-02 19:49:51
6224,29,115528,967879,6355.59637652,22504.1173963,2,2014-07-02 19:49:51
6225,97,666203,620127,5261.91619063,38587.385398,1,2014-07-02 19:59:51
6226,12,666203,620127,5261.91619063,47024.2308816,2,2014-07-02 19:59:51
6227,100,932297,943072,1623.89829005,11908.5874603,1,2014-07-02 20:09:51
6228,83,932297,943072,1623.89829005,13278.0965158,2,2014-07-02 20:09:51
6229,47,518505,923660,15174.9943821,74089.6784539,1,2014-07-02 20:19:51
6230,35,518505,923660,15174.9943821,25789.3152892,2,2014-07-02 20:19:51
6231,90,624005,876359,7730.81298421,35218.1480392,1,2014-07-03 19:29:51
6232,95,624005,876359,7730.81298421,32639.6714414,2,2014-07-03 19:29:51
6233,18,220113,932991,8266.93657025,37660.48882,1,2014-07-03 19:39:51
6234,27,220113,932991,8266.93657025,33234.2917275,2,2014-07-03 19:39:51
6235,13,212335,0,5481.87477034,44353.3504145,1,2014-07-03 19:49:51
6236,36,125917,420727,13616.9647797,25288.6488765,1,2014-07-03 19:59:51
6237,64,125917,420727,13616.9647797,44391.7124542,2,2014-07-03 19:59:51
6238,78,874008,708666,7566.61629166,55488.5194722,1,2014-07-03 20:09:51
6239,76,874008,708666,7566.61629166,47392.2897419,2,2014-07-03 20:09:51
6240,99,418939,305156,1428.05845,6972.28537353,1,2014-07-03 20:19:51
6241,32,418939,305156,1428.05845,37400.4386264,2,2014-07-03 20:19:51
6242,81,962257,305156,2770.27697948,28010.578348,1,2014-07-03 20:29:51
6243,32,962257,305156,2770.27697948,40170.7156059,2,2014-07-03 20:29:51
6244,11,891150,712159,2784.28968406,52901.5039972,1,2014-07-03 20:39:51
6245,40,891150,712159,2784.28968406,73819.961593,2,2014-07-03 20:39:51
6246,94,627076,932991,5228.75934172,42305.4164921,1,2014-07-03 20:49:51
6247,27,627076,932991,5228.75934172,38463.0510692,2,2014-07-03 20:49:51
6248,47,518505,220113,10372.5549835,63717.1234703,1,2014-07-04 18:59:51
6249,18,518505,220113,10372.5549835,48033.0438036,2,2014-07-04 18:59:51
6250,49,697202,150467,2892.77522818,29249.1717516,1,2014-07-04 19:09:51
6251,42,697202,150467,2892.77522818,50237.5385533,2,2014-07-04 19:09:51
6252,96,192134,893318,5047.21243393,28600.870459,1,2014-07-04 19:19:51
6253,14,192134,893318,5047.21243393,43307.4231968,2,2014-07-04 19:19:51
6254,65,745558,871572,7451.55592016,36381.1259631,1,2014-07-04 19:29:51
6255,21,745558,871572,7451.55592016,34254.8046303,2,2014-07-04 19:29:51
6256,63,165101,893318,4826.67379425,29649.5675932,1,2014-07-04 19:39:51
6257,14,165101,893318,4826.67379425,48134.096991,2,2014-07-04 19:39:51
6258,33,589197,491731,9564.42004011,38257.6801604,1,2014-07-04 19:49:51
6259,51,589197,491731,9564.42004011,75593.8872948,2,2014-07-04 19:49:51
6260,53,943992,0,8117.22871424,54322.9921645,1,2014-07-04 19:59:51
6261,69,413103,203790,1528.23313408,49412.8713352,1,2014-07-05 19:09:51
6262,62,413103,203790,1528.23313408,45580.1912821,2,2014-07-05 19:09:51
6263,7,636714,163625,8881.0960574,25276.9657018,1,2014-07-05 19:19:51
6264,54,636714,163625,8881.0960574,23648.61999,2,2014-07-05 19:19:51
6265,24,393938,752325,9601.37117689,15017.5292767,1,2014-07-05 19:29:51
6266,88,393938,752325,9601.37117689,30183.5054397,2,2014-07-05 19:29:51
6267,6,663702,783774,4990.32063722,19961.2825489,1,2014-07-05 19:39:51
6268,5,663702,783774,4990.32063722,73435.9348831,2,2014-07-05 19:39:51
6269,42,150467,486555,8038.00616853,42199.5323848,1,2014-07-05 19:49:51
6270,85,150467,486555,8038.00616853,85940.5711169,2,2014-07-05 19:49:51
6271,65,745558,839923,3638.11259631,32743.0133668,1,2014-07-05 19:59:51
6272,10,745558,839923,3638.11259631,61981.5919825,2,2014-07-05 19:59:51
6273,1,891272,467280,2357.16941947,10048.9854199,1,2014-07-05 20:09:51
6274,57,891272,467280,2357.16941947,35207.3383622,2,2014-07-05 20:09:51
6275,88,752325,184756,3320.18559837,26863.3198414,1,2014-07-05 20:19:51
6276,28,752325,184756,3320.18559837,36598.8362051,2,2014-07-05 20:19:51
6277,92,908786,871572,3466.07626592,31194.6863933,1,2014-07-06 19:29:51
6278,21,908786,871572,3466.07626592,37720.8808962,2,2014-07-06 19:29:51
6279,69,413103,624937,14329.7326872,35083.138648,1,2014-07-06 19:39:51
6280,58,413103,624937,14329.7326872,63758.0614283,2,2014-07-06 19:39:51
6281,91,275651,150467,4572.51623629,33531.7857328,1,2014-07-06 19:49:51
6282,42,275651,150467,4572.51623629,46772.0486211,2,2014-07-06 19:49:51
6283,14,893318,184756,11552.1832779,36581.9137132,1,2014-07-06 19:59:51
6284,28,893318,184756,11552.1832779,48151.019483,2,2014-07-06 19:59:51
6285,20,554762,844747,7999.21525092,53533.2097562,1,2014-07-06 20:09:51
6286,93,554762,844747,7999.21525092,20039.7152364,2,2014-07-06 20:09:51
6287,42,150467,237738,5612.64583453,41159.4027865,1,2014-07-06 20:19:51
6288,46,150467,237738,5612.64583453,44019.6644738,2,2014-07-06 20:19:51
6289,47,518505,960256,12743.4246941,50973.6987763,1,2014-07-06 20:29:51
6290,80,518505,960256,12743.4246941,29376.2424977,2,2014-07-06 20:29:51
6291,48,166202,749337,3137.85447679,14294.6703943,1,2014-07-07 19:39:51
6292,84,166202,749337,3137.85447679,31048.3297479,2,2014-07-07 19:39:51
6293,50,873515,751890,5534.41921787,23594.1029814,1,2014-07-07 19:49:51
6294,74,873515,751890,5534.41921787,67617.4563563,2,2014-07-07 19:49:51
6295,71,921658,893318,624.774188899,30613.9352561,1,2014-07-07 19:59:51
6296,14,921658,893318,624.774188899,37206.6879021,2,2014-07-07 19:59:51
6297,27,932991,874008,4230.93561761,34232.1154516,1,2014-07-07 20:09:51
6298,78,932991,874008,4230.93561761,59719.4550898,2,2014-07-07 20:09:51
6299,3,500724,602125,2942.55838028,21578.7614554,1,2014-07-07 20:19:51
6300,87,500724,602125,2942.55838028,41271.34973,2,2014-07-07 20:19:51
6301,49,697202,166202,4972.35919777,24276.8125538,1,2014-07-07 20:29:51
6302,48,697202,166202,4972.35919777,19267.0295921,2,2014-07-07 20:29:51
6303,69,413103,839923,4209.97663776,30873.1620102,1,2014-07-07 20:39:51
6304,10,413103,839923,4209.97663776,66191.5686203,2,2014-07-07 20:39:51
6305,70,268381,491731,238.763026369,11699.3882921,1,2014-07-07 20:49:51
6306,51,268381,491731,238.763026369,75832.6503212,2,2014-07-07 20:49:51
6307,82,940970,878538,2965.86950561,29988.2361122,1,2014-07-07 20:59:51
6308,8,940970,878538,2965.86950561,13748.7460528,2,2014-07-07 20:59:51
6309,86,930344,962257,5988.80220147,27282.32114,1,2014-07-07 21:09:51
